TransactionID,CustomerID,TransactionDate,Product,Quantity,UnitPrice,TotalAmount,Country
4558,260,2024-10-03,Food & Beverage,5,8.08,40.41,UK
4590,262,2024-10-03,Food & Beverage,5,32.34,161.7,UK
4399,249,2024-10-03,Food & Beverage,4,14.8,59.21,Canada
5276,312,2024-10-03,Books,5,29.12,145.61,USA
5124,302,2024-10-03,Clothing,4,12.7,50.82,UK
4096,230,2024-10-03,Automotive,2,34.99,69.97,USA
4282,241,2024-10-03,Toys,4,39.47,157.89,UK
5020,294,2024-10-03,Health,4,33.76,135.05,USA
5174,304,2024-10-03,Home & Garden,2,55.14,110.28,UK
4961,289,2024-10-03,Home & Garden,3,28.06,84.19,Canada
4578,261,2024-10-03,Toys,3,51.47,154.42,USA
4773,276,2024-10-03,Books,3,38.32,114.96,Canada
4545,259,2024-10-03,Electronics,3,45.69,137.08,Canada
4394,249,2024-10-03,Beauty,4,7.97,31.89,UK
4233,239,2024-10-04,Food & Beverage,1,35.09,35.09,UK
5209,307,2024-10-04,Sports,5,24.62,123.09,USA
4691,268,2024-10-04,Clothing,2,23.97,47.94,USA
5267,312,2024-10-04,Automotive,1,20.67,20.67,UK
4191,235,2024-10-04,Electronics,3,60.31,180.92,USA
5027,295,2024-10-04,Books,2,92.83,185.67,Canada
4840,281,2024-10-04,Automotive,1,147.29,147.29,France
4776,276,2024-10-04,Electronics,4,27.12,108.49,France
5327,316,2024-10-04,Clothing,3,9.5,28.51,UK
5325,316,2024-10-04,Books,3,53.21,159.62,UK
4391,249,2024-10-04,Books,5,26.49,132.47,UK
5187,306,2024-10-04,Books,4,9.36,37.42,USA
4236,239,2024-10-04,Home & Garden,2,35.0,70.0,UK
4594,262,2024-10-04,Toys,5,6.95,34.77,Germany
4426,251,2024-10-04,Sports,3,16.55,49.66,Canada
5307,315,2024-10-04,Beauty,2,43.04,86.08,UK
4318,244,2024-10-04,Books,1,140.85,140.85,Canada
5454,324,2024-10-04,Health,3,49.75,149.24,Canada
5082,298,2024-10-04,Electronics,3,59.79,179.36,France
5136,302,2024-10-04,Food & Beverage,3,47.65,142.96,USA
4326,245,2024-10-04,Toys,5,16.01,80.03,USA
4653,266,2024-10-04,Home & Garden,3,33.26,99.77,USA
5437,323,2024-10-04,Toys,5,28.35,141.73,Canada
5081,298,2024-10-04,Electronics,3,47.46,142.37,UK
4313,244,2024-10-04,Toys,5,29.31,146.56,USA
4507,256,2024-10-04,Beauty,5,27.25,136.27,Canada
5340,317,2024-10-04,Toys,5,26.79,133.96,Canada
4607,263,2024-10-04,Books,2,11.51,23.02,Germany
5092,299,2024-10-04,Health,5,20.99,104.95,UK
4941,288,2024-10-04,Books,2,61.84,123.67,Canada
4243,239,2024-10-04,Books,2,83.04,166.08,UK
4586,262,2024-10-04,Electronics,5,11.52,57.58,USA
5465,325,2024-10-05,Beauty,4,17.42,69.7,UK
5405,321,2024-10-05,Home & Garden,4,42.35,169.39,Canada
5415,322,2024-10-05,Beauty,3,55.06,165.17,UK
5342,317,2024-10-05,Toys,3,21.65,64.94,Germany
5443,323,2024-10-05,Sports,1,151.52,151.52,France
5421,322,2024-10-05,Food & Beverage,1,22.81,22.81,USA
5330,316,2024-10-05,Electronics,4,28.7,114.82,UK
4703,270,2024-10-05,Sports,4,42.45,169.79,USA
4206,237,2024-10-05,Electronics,4,44.6,178.4,USA
4119,231,2024-10-05,Food & Beverage,1,64.84,64.84,UK
4276,241,2024-10-05,Automotive,3,31.96,95.88,Canada
4523,258,2024-10-05,Toys,5,25.11,125.53,UK
5113,301,2024-10-05,Electronics,2,71.07,142.14,UK
4535,258,2024-10-05,Food & Beverage,3,34.62,103.87,USA
5132,302,2024-10-05,Books,2,11.02,22.03,USA
4129,232,2024-10-05,Automotive,2,87.21,174.41,Germany
4657,266,2024-10-05,Food & Beverage,5,13.71,68.53,UK
4437,252,2024-10-05,Automotive,3,45.86,137.58,USA
4447,252,2024-10-05,Home & Garden,3,8.09,24.27,UK
4363,247,2024-10-05,Beauty,3,45.54,136.61,USA
4919,287,2024-10-05,Toys,2,13.08,26.16,USA
4979,290,2024-10-05,Health,5,14.55,72.77,USA
4950,288,2024-10-05,Clothing,4,33.84,135.34,UK
4190,235,2024-10-05,Home & Garden,2,59.41,118.81,UK
5048,296,2024-10-05,Clothing,5,16.49,82.43,Germany
4839,281,2024-10-05,Books,3,31.02,93.05,UK
4091,229,2024-10-06,Food & Beverage,3,30.35,91.06,Canada
4351,246,2024-10-06,Health,3,13.34,40.01,France
4836,280,2024-10-06,Books,2,34.72,69.43,UK
5031,295,2024-10-06,Food & Beverage,5,29.86,149.31,UK
5102,300,2024-10-06,Clothing,3,12.81,38.44,Canada
5093,300,2024-10-06,Books,5,12.6,63.0,USA
4550,259,2024-10-06,Books,4,20.55,82.18,UK
4592,262,2024-10-06,Electronics,5,34.68,173.41,Canada
5326,316,2024-10-06,Health,5,11.19,55.93,UK
4746,273,2024-10-06,Beauty,4,26.92,107.7,Canada
4526,258,2024-10-06,Automotive,2,86.15,172.3,USA
4870,283,2024-10-06,Clothing,4,29.37,117.49,USA
4748,273,2024-10-06,Beauty,3,49.78,149.34,UK
4996,292,2024-10-06,Beauty,2,86.91,173.82,Germany
4154,233,2024-10-06,Clothing,1,168.06,168.06,UK
5381,319,2024-10-06,Books,3,20.91,62.74,USA
5008,292,2024-10-06,Toys,4,30.31,121.22,Canada
4759,274,2024-10-06,Books,5,18.25,91.26,Germany
4906,286,2024-10-06,Toys,1,87.81,87.81,UK
4458,253,2024-10-06,Books,5,7.06,35.31,USA
5177,305,2024-10-06,Clothing,1,60.08,60.08,USA
4986,291,2024-10-06,Health,2,31.41,62.83,Canada
4182,235,2024-10-06,Sports,2,22.48,44.95,USA
4275,241,2024-10-06,Sports,3,46.6,139.8,UK
5021,294,2024-10-06,Toys,5,13.08,65.41,USA
5054,296,2024-10-07,Home & Garden,1,144.57,144.57,USA
5338,317,2024-10-07,Electronics,3,40.34,121.01,USA
4559,260,2024-10-07,Sports,1,104.98,104.98,USA
4465,253,2024-10-07,Electronics,1,43.62,43.62,UK
5214,308,2024-10-07,Books,2,65.23,130.46,UK
4490,255,2024-10-07,Health,5,6.28,31.39,USA
5270,312,2024-10-07,Food & Beverage,5,33.37,166.87,Germany
5012,293,2024-10-07,Health,4,8.08,32.34,USA
5471,325,2024-10-07,Health,5,11.48,57.4,USA
5288,313,2024-10-07,Health,1,156.87,156.87,Canada
4898,285,2024-10-07,Beauty,1,78.78,78.78,UK
5029,295,2024-10-07,Home & Garden,2,15.35,30.69,Germany
4865,283,2024-10-07,Health,5,33.48,167.41,UK
5296,314,2024-10-07,Home & Garden,4,35.87,143.48,Canada
4359,247,2024-10-07,Sports,4,35.71,142.82,UK
5065,297,2024-10-07,Beauty,5,26.19,130.94,UK
4345,246,2024-10-07,Home & Garden,5,30.72,153.58,USA
5071,298,2024-10-07,Sports,2,56.71,113.41,USA
4342,246,2024-10-07,Books,2,53.11,106.22,USA
4330,245,2024-10-07,Health,3,23.78,71.33,USA
5099,300,2024-10-07,Electronics,4,5.88,23.51,UK
4801,278,2024-10-07,Books,5,4.48,22.4,Germany
5087,299,2024-10-07,Books,5,9.02,45.09,USA
4161,234,2024-10-07,Food & Beverage,3,8.96,26.87,UK
5411,322,2024-10-07,Books,2,85.61,171.23,Canada
5348,317,2024-10-07,Electronics,3,27.04,81.11,UK
4132,232,2024-10-07,Books,3,8.52,25.56,Canada
4911,287,2024-10-08,Toys,1,124.97,124.97,Canada
5131,302,2024-10-08,Health,1,34.7,34.7,Canada
4075,228,2024-10-08,Clothing,5,30.48,152.41,Canada
4893,285,2024-10-08,Automotive,2,27.18,54.36,Germany
4886,285,2024-10-08,Toys,3,11.45,34.35,Germany
4108,230,2024-10-08,Health,5,4.47,22.34,UK
5166,304,2024-10-08,Sports,1,160.62,160.62,USA
4622,264,2024-10-08,Toys,1,45.5,45.5,USA
5379,319,2024-10-08,Electronics,5,21.1,105.5,France
4315,244,2024-10-08,Home & Garden,4,23.05,92.19,France
4884,285,2024-10-08,Electronics,3,27.57,82.72,UK
4805,278,2024-10-08,Beauty,4,17.77,71.06,USA
4322,245,2024-10-09,Clothing,5,11.01,55.07,Canada
5263,312,2024-10-09,Sports,3,28.56,85.69,USA
4674,268,2024-10-09,Clothing,3,20.92,62.75,USA
4803,278,2024-10-09,Sports,5,17.65,88.26,USA
5151,303,2024-10-09,Electronics,5,34.02,170.09,USA
5148,303,2024-10-09,Health,4,12.03,48.13,USA
4058,226,2024-10-09,Home & Garden,4,38.03,152.12,USA
4124,231,2024-10-09,Health,2,28.42,56.84,USA
4272,241,2024-10-09,Home & Garden,5,26.23,131.17,Canada
5106,300,2024-10-09,Books,1,63.94,63.94,Canada
4627,264,2024-10-09,Automotive,5,15.5,77.48,UK
4512,257,2024-10-09,Food & Beverage,5,4.31,21.54,UK
4055,226,2024-10-09,Health,3,30.51,91.52,USA
4386,249,2024-10-09,Sports,5,7.8,38.98,USA
4366,247,2024-10-09,Home & Garden,5,5.7,28.48,Canada
5041,295,2024-10-09,Toys,4,36.0,144.01,Canada
4073,227,2024-10-09,Electronics,3,10.54,31.62,USA
4293,242,2024-10-09,Health,5,13.23,66.13,USA
4889,285,2024-10-09,Home & Garden,5,4.55,22.77,USA
4791,277,2024-10-10,Sports,3,36.26,108.79,Germany
4324,245,2024-10-10,Home & Garden,5,27.12,135.58,USA
5313,315,2024-10-10,Food & Beverage,3,44.33,132.98,USA
5351,318,2024-10-10,Electronics,4,7.87,31.47,USA
4156,234,2024-10-10,Home & Garden,1,136.25,136.25,USA
4241,239,2024-10-10,Food & Beverage,3,49.6,148.79,USA
4935,288,2024-10-10,Clothing,5,33.83,169.14,USA
4084,228,2024-10-10,Clothing,2,70.73,141.46,UK
4921,287,2024-10-10,Toys,2,56.6,113.2,Canada
4376,248,2024-10-10,Sports,4,23.51,94.04,UK
5401,321,2024-10-10,Automotive,5,6.99,34.95,UK
4915,287,2024-10-10,Books,3,6.74,20.23,UK
4261,240,2024-10-10,Automotive,4,40.28,161.11,UK
5334,317,2024-10-10,Food & Beverage,1,118.65,118.65,UK
5333,317,2024-10-10,Beauty,3,56.38,169.14,USA
4268,241,2024-10-10,Food & Beverage,5,35.38,176.9,UK
4797,277,2024-10-10,Books,3,39.2,117.59,USA
4779,276,2024-10-10,Sports,4,30.07,120.26,France
4251,240,2024-10-10,Electronics,5,6.05,30.25,USA
4766,275,2024-10-10,Food & Beverage,2,37.88,75.76,USA
4679,268,2024-10-10,Automotive,2,65.22,130.44,UK
4902,286,2024-10-10,Automotive,1,143.0,143.0,France
4662,266,2024-10-10,Electronics,3,45.16,135.49,USA
5203,307,2024-10-10,Electronics,4,34.28,137.11,USA
5109,301,2024-10-10,Sports,5,8.13,40.64,USA
5070,297,2024-10-10,Sports,5,8.99,44.96,USA
4502,256,2024-10-10,Toys,3,11.16,33.49,USA
4998,292,2024-10-10,Electronics,2,32.0,64.01,France
4506,256,2024-10-10,Clothing,5,17.05,85.26,UK
4617,263,2024-10-10,Sports,5,6.64,33.22,USA
4485,255,2024-10-10,Home & Garden,5,26.51,132.53,Canada
5121,302,2024-10-10,Sports,5,11.15,55.74,Canada
4621,264,2024-10-10,Books,1,181.88,181.88,UK
5122,302,2024-10-11,Home & Garden,1,129.21,129.21,France
4614,263,2024-10-11,Books,4,32.09,128.35,UK
5239,310,2024-10-11,Toys,4,24.48,97.91,USA
5396,321,2024-10-11,Electronics,2,14.59,29.17,USA
4418,250,2024-10-11,Books,5,11.37,56.85,USA
5319,316,2024-10-11,Home & Garden,3,34.12,102.36,UK
4608,263,2024-10-11,Books,5,34.29,171.44,UK
5078,298,2024-10-11,Sports,2,17.2,34.41,USA
5309,315,2024-10-11,Sports,1,46.56,46.56,Germany
4667,267,2024-10-11,Clothing,3,6.89,20.67,USA
4209,237,2024-10-11,Books,2,62.51,125.02,Canada
4402,250,2024-10-11,Electronics,3,26.87,80.6,USA
4820,279,2024-10-11,Electronics,3,50.31,150.93,UK
5247,310,2024-10-11,Books,2,32.56,65.11,UK
5249,310,2024-10-11,Toys,1,155.77,155.77,Germany
4451,253,2024-10-11,Electronics,2,59.46,118.91,USA
5032,295,2024-10-11,Home & Garden,1,121.37,121.37,Canada
5213,308,2024-10-11,Food & Beverage,5,26.83,134.17,France
4515,257,2024-10-12,Books,2,20.85,41.71,Germany
4414,250,2024-10-12,Clothing,4,18.87,75.49,USA
5322,316,2024-10-12,Sports,3,13.82,41.47,Canada
4061,226,2024-10-12,Beauty,3,46.92,140.77,USA
5051,296,2024-10-12,Sports,2,14.26,28.53,USA
5061,297,2024-10-12,Food & Beverage,2,73.18,146.37,Canada
5225,309,2024-10-12,Home & Garden,4,24.85,99.41,France
4520,258,2024-10-12,Beauty,5,17.7,88.48,USA
4077,228,2024-10-12,Automotive,1,167.1,167.1,Canada
4620,264,2024-10-12,Automotive,5,17.37,86.87,UK
5190,306,2024-10-12,Clothing,1,129.14,129.14,Germany
5320,316,2024-10-12,Automotive,3,10.17,30.51,USA
5176,305,2024-10-12,Clothing,5,5.06,25.3,UK
5178,305,2024-10-12,Books,3,6.82,20.46,USA
5154,303,2024-10-12,Clothing,1,141.41,141.41,Canada
4245,239,2024-10-12,Beauty,1,175.97,175.97,UK
4246,239,2024-10-12,Sports,5,8.03,40.16,Germany
4198,236,2024-10-12,Beauty,2,83.7,167.4,USA
4472,254,2024-10-12,Food & Beverage,3,8.4,25.2,UK
4262,240,2024-10-12,Home & Garden,3,23.7,71.09,USA
5001,292,2024-10-12,Food & Beverage,5,4.4,22.02,USA
4213,237,2024-10-12,Food & Beverage,1,113.1,113.1,UK
5384,319,2024-10-12,Beauty,2,81.18,162.36,USA
4291,242,2024-10-12,Sports,4,9.65,38.6,USA
5171,304,2024-10-12,Sports,1,24.73,24.73,UK
5389,320,2024-10-12,Food & Beverage,1,163.37,163.37,USA
4688,268,2024-10-12,Clothing,5,18.28,91.38,UK
5323,316,2024-10-13,Health,1,33.06,33.06,USA
5063,297,2024-10-13,Food & Beverage,5,26.03,130.17,Germany
4678,268,2024-10-13,Books,5,29.11,145.57,Canada
5169,304,2024-10-13,Books,2,26.43,52.87,UK
4367,247,2024-10-13,Books,2,16.9,33.8,France
4309,243,2024-10-13,Books,3,60.64,181.91,USA
4239,239,2024-10-13,Sports,1,102.27,102.27,USA
5193,306,2024-10-13,Sports,3,32.82,98.46,UK
5352,318,2024-10-13,Automotive,3,39.8,119.4,UK
4789,277,2024-10-13,Clothing,2,91.43,182.87,USA
4054,226,2024-10-13,Automotive,4,35.59,142.36,USA
4274,241,2024-10-13,Health,3,25.08,75.25,USA
4066,227,2024-10-13,Clothing,1,26.63,26.63,USA
4295,242,2024-10-13,Food & Beverage,1,74.01,74.01,UK
5073,298,2024-10-13,Health,2,74.78,149.56,USA
4143,233,2024-10-13,Clothing,1,103.91,103.91,France
4815,279,2024-10-13,Health,5,11.51,57.53,Germany
5222,309,2024-10-13,Beauty,4,15.12,60.46,UK
4849,281,2024-10-13,Clothing,3,23.22,69.67,USA
5306,315,2024-10-13,Clothing,2,46.55,93.1,USA
4964,290,2024-10-13,Books,3,45.56,136.69,USA
4459,253,2024-10-13,Health,2,58.64,117.27,Germany
5009,293,2024-10-13,Food & Beverage,2,52.78,105.55,UK
4771,276,2024-10-13,Health,4,10.5,41.98,UK
5227,309,2024-10-13,Health,5,5.26,26.28,UK
4428,251,2024-10-13,Health,3,8.68,26.03,UK
5022,294,2024-10-13,Electronics,3,44.7,134.09,UK
4844,281,2024-10-14,Food & Beverage,5,10.98,54.89,UK
4305,243,2024-10-14,Food & Beverage,5,4.59,22.95,Germany
5015,293,2024-10-14,Clothing,3,33.82,101.45,USA
4070,227,2024-10-14,Beauty,2,73.79,147.59,USA
4755,274,2024-10-14,Beauty,4,30.39,121.57,USA
5362,318,2024-10-14,Sports,5,16.56,82.8,USA
4878,284,2024-10-14,Toys,5,24.45,122.24,UK
5114,301,2024-10-14,Electronics,3,32.6,97.8,Canada
4777,276,2024-10-14,Automotive,5,5.67,28.35,USA
4540,259,2024-10-14,Food & Beverage,5,12.05,60.25,UK
4899,285,2024-10-14,Toys,3,53.44,160.33,UK
4601,263,2024-10-14,Toys,1,164.3,164.3,Germany
4280,241,2024-10-14,Automotive,3,10.08,30.23,Canada
5387,320,2024-10-14,Sports,5,29.65,148.26,UK
4440,252,2024-10-14,Toys,5,10.77,53.85,USA
5440,323,2024-10-14,Clothing,1,186.53,186.53,USA
4649,266,2024-10-14,Food & Beverage,3,15.84,47.51,USA
4133,232,2024-10-14,Food & Beverage,1,176.46,176.46,UK
4985,291,2024-10-14,Food & Beverage,5,35.73,178.64,USA
4210,237,2024-10-14,Automotive,4,19.63,78.54,Canada
4474,254,2024-10-14,Clothing,4,45.87,183.5,UK
4706,270,2024-10-14,Toys,3,9.39,28.16,USA
4795,277,2024-10-14,Sports,4,13.05,52.18,USA
4477,255,2024-10-14,Toys,2,56.21,112.42,USA
5316,315,2024-10-14,Sports,3,55.55,166.65,UK
4554,259,2024-10-14,Beauty,5,28.51,142.56,France
4574,261,2024-10-14,Food & Beverage,5,11.85,59.26,UK
4828,280,2024-10-14,Automotive,4,27.2,108.81,USA
4976,290,2024-10-14,Books,5,27.19,135.93,Germany
4781,276,2024-10-15,Automotive,1,174.91,174.91,Germany
4513,257,2024-10-15,Sports,4,11.85,47.39,UK
4855,282,2024-10-15,Sports,5,16.04,80.21,France
4626,264,2024-10-15,Electronics,4,46.1,184.4,UK
4826,279,2024-10-15,Books,1,173.41,173.41,USA
5184,305,2024-10-15,Home & Garden,3,62.48,187.44,USA
4444,252,2024-10-15,Books,4,43.87,175.47,France
4134,232,2024-10-15,Toys,2,50.16,100.32,Canada
5399,321,2024-10-15,Clothing,1,78.0,78.0,USA
4772,276,2024-10-15,Sports,3,61.77,185.31,Canada
5408,321,2024-10-15,Health,2,44.62,89.24,UK
4164,234,2024-10-15,Food & Beverage,4,42.89,171.54,USA
4173,235,2024-10-15,Health,4,37.88,151.5,Canada
4186,235,2024-10-15,Home & Garden,1,53.37,53.37,France
5240,310,2024-10-15,Toys,5,13.21,66.04,USA
4299,243,2024-10-15,Toys,4,46.03,184.14,UK
5429,323,2024-10-15,Electronics,3,51.69,155.07,USA
4297,243,2024-10-15,Beauty,3,32.39,97.17,Canada
4890,285,2024-10-15,Home & Garden,2,88.4,176.79,Germany
5302,314,2024-10-15,Electronics,4,24.7,98.8,Canada
4875,284,2024-10-15,Clothing,5,35.94,179.69,USA
4312,243,2024-10-15,Electronics,3,58.0,174.0,USA
5368,319,2024-10-15,Food & Beverage,4,35.39,141.57,UK
4894,285,2024-10-16,Toys,3,58.65,175.94,Germany
5110,301,2024-10-16,Food & Beverage,2,22.32,44.64,UK
5403,321,2024-10-16,Electronics,4,37.56,150.24,USA
4719,271,2024-10-16,Clothing,3,24.1,72.31,Germany
4452,253,2024-10-16,Health,5,35.81,179.06,USA
4453,253,2024-10-16,Toys,5,32.26,161.31,France
4952,289,2024-10-16,Health,3,20.12,60.35,UK
4263,240,2024-10-16,Sports,1,142.92,142.92,USA
5044,295,2024-10-16,Beauty,2,87.57,175.14,UK
4329,245,2024-10-16,Clothing,2,79.37,158.74,Germany
5461,325,2024-10-16,Clothing,4,39.33,157.33,UK
4471,254,2024-10-16,Home & Garden,5,33.13,165.66,UK
4735,272,2024-10-16,Electronics,4,38.46,153.82,UK
5422,322,2024-10-16,Health,1,186.19,186.19,UK
4547,259,2024-10-16,Toys,3,18.95,56.85,USA
4987,291,2024-10-16,Home & Garden,1,100.31,100.31,USA
4829,280,2024-10-16,Food & Beverage,2,60.4,120.8,Germany
4343,246,2024-10-16,Clothing,4,18.59,74.37,Germany
4818,279,2024-10-16,Clothing,2,79.78,159.56,USA
4511,257,2024-10-16,Toys,5,16.66,83.32,France
5335,317,2024-10-16,Home & Garden,4,39.39,157.55,USA
4076,228,2024-10-16,Home & Garden,1,111.67,111.67,UK
4338,245,2024-10-16,Health,5,22.54,112.69,Germany
4863,282,2024-10-16,Books,2,60.49,120.99,France
4572,261,2024-10-16,Automotive,3,8.47,25.4,UK
5079,298,2024-10-16,Health,5,32.08,160.38,USA
4632,264,2024-10-16,Automotive,3,18.96,56.89,USA
5279,313,2024-10-16,Health,3,22.81,68.44,USA
5386,320,2024-10-16,Beauty,5,13.47,67.33,UK
4744,273,2024-10-16,Electronics,3,51.76,155.27,Canada
4349,246,2024-10-16,Toys,2,42.53,85.06,USA
4431,251,2024-10-16,Home & Garden,5,29.55,147.76,Canada
4711,271,2024-10-16,Sports,2,37.58,75.17,UK
4648,266,2024-10-17,Sports,4,42.84,171.34,USA
4960,289,2024-10-17,Health,2,34.55,69.11,Germany
4194,236,2024-10-17,Beauty,4,17.06,68.22,UK
4767,275,2024-10-17,Automotive,4,17.13,68.53,Germany
4842,281,2024-10-17,Automotive,3,26.85,80.54,USA
5228,309,2024-10-17,Electronics,3,51.39,154.18,USA
4097,230,2024-10-17,Books,5,10.7,53.51,Germany
4162,234,2024-10-17,Sports,3,41.12,123.36,Canada
5045,295,2024-10-17,Books,3,15.79,47.37,USA
5058,296,2024-10-17,Books,3,52.41,157.23,USA
4516,257,2024-10-17,Beauty,5,35.05,175.26,UK
4761,275,2024-10-17,Food & Beverage,4,36.22,144.89,Germany
5273,312,2024-10-17,Health,1,88.69,88.69,UK
4694,269,2024-10-17,Toys,4,8.03,32.11,USA
4135,232,2024-10-17,Beauty,1,105.86,105.86,USA
4658,266,2024-10-17,Toys,1,114.71,114.71,France
4404,250,2024-10-17,Books,5,28.81,144.04,UK
5299,314,2024-10-17,Sports,1,96.81,96.81,UK
5392,320,2024-10-17,Toys,2,44.3,88.6,Germany
4852,281,2024-10-17,Clothing,4,8.12,32.49,USA
4636,265,2024-10-17,Health,3,35.27,105.81,UK
4734,272,2024-10-17,Electronics,1,93.78,93.78,UK
4888,285,2024-10-17,Clothing,3,58.21,174.64,USA
5278,313,2024-10-17,Automotive,5,10.6,52.98,USA
4242,239,2024-10-18,Electronics,2,62.4,124.8,Germany
4933,288,2024-10-18,Health,4,12.33,49.32,UK
4168,234,2024-10-18,Beauty,4,18.44,73.77,USA
4187,235,2024-10-18,Sports,4,41.09,164.35,Germany
4199,236,2024-10-18,Automotive,4,41.22,164.88,USA
4718,271,2024-10-18,Clothing,3,16.32,48.95,UK
4083,228,2024-10-18,Home & Garden,5,7.11,35.57,USA
4065,227,2024-10-18,Toys,1,142.1,142.1,UK
4281,241,2024-10-18,Books,5,35.66,178.31,UK
4383,249,2024-10-18,Books,1,183.06,183.06,UK
4887,285,2024-10-18,Books,1,181.76,181.76,USA
4932,288,2024-10-18,Books,5,5.77,28.87,UK
4567,260,2024-10-18,Sports,5,6.14,30.69,UK
5162,304,2024-10-18,Beauty,5,18.77,93.87,Germany
4689,268,2024-10-18,Clothing,2,34.42,68.84,Canada
4487,255,2024-10-18,Automotive,5,11.15,55.77,UK
4493,256,2024-10-18,Clothing,3,46.92,140.76,USA
5208,307,2024-10-18,Health,5,34.84,174.2,USA
4553,259,2024-10-18,Electronics,3,45.05,135.14,Canada
5427,323,2024-10-18,Beauty,2,23.14,46.27,UK
5233,310,2024-10-18,Clothing,5,16.87,84.35,UK
4498,256,2024-10-18,Automotive,2,53.32,106.64,Germany
4544,259,2024-10-18,Books,5,22.4,112.02,UK
4421,251,2024-10-18,Automotive,3,31.2,93.59,UK
4930,287,2024-10-18,Clothing,5,17.61,88.03,UK
4122,231,2024-10-19,Books,4,6.62,26.48,USA
4787,277,2024-10-19,Toys,3,9.86,29.59,USA
4204,237,2024-10-19,Beauty,4,19.36,77.46,Canada
4217,237,2024-10-19,Sports,4,24.56,98.24,Canada
4385,249,2024-10-19,Clothing,5,19.48,97.4,USA
4461,253,2024-10-19,Food & Beverage,2,16.77,33.54,UK
4166,234,2024-10-19,Clothing,1,36.35,36.35,Canada
4676,268,2024-10-19,Toys,4,30.18,120.71,UK
4845,281,2024-10-19,Automotive,4,38.85,155.41,Germany
5068,297,2024-10-19,Automotive,2,93.59,187.18,USA
4538,258,2024-10-19,Electronics,2,78.97,157.93,Canada
5424,323,2024-10-19,Health,1,35.65,35.65,USA
5159,304,2024-10-19,Home & Garden,4,37.08,148.33,UK
5060,296,2024-10-19,Automotive,3,55.52,166.56,UK
5007,292,2024-10-19,Home & Garden,1,98.65,98.65,USA
4981,291,2024-10-19,Beauty,2,64.22,128.44,UK
5140,303,2024-10-19,Clothing,2,89.38,178.75,UK
4966,290,2024-10-19,Clothing,1,126.17,126.17,USA
5345,317,2024-10-19,Clothing,1,74.49,74.49,USA
4704,270,2024-10-19,Sports,4,15.94,63.76,UK
4928,287,2024-10-19,Automotive,5,17.54,87.72,France
5218,308,2024-10-19,Home & Garden,4,22.67,90.69,Canada
5255,311,2024-10-19,Books,5,6.73,33.66,France
4752,274,2024-10-19,Home & Garden,4,41.17,164.69,USA
5305,315,2024-10-20,Beauty,5,34.52,172.61,France
5192,306,2024-10-20,Home & Garden,2,44.22,88.44,UK
5248,310,2024-10-20,Automotive,4,40.91,163.63,USA
4387,249,2024-10-20,Beauty,2,31.97,63.94,Germany
5098,300,2024-10-20,Sports,3,37.48,112.44,Germany
5355,318,2024-10-20,Health,4,42.35,169.4,UK
4337,245,2024-10-20,Beauty,3,52.5,157.49,USA
4304,243,2024-10-20,Health,4,7.22,28.87,UK
4271,241,2024-10-20,Health,2,39.88,79.76,USA
4247,239,2024-10-20,Toys,5,24.43,122.14,USA
5466,325,2024-10-20,Health,2,53.57,107.14,USA
4177,235,2024-10-20,Automotive,5,24.37,121.83,France
4922,287,2024-10-20,Home & Garden,5,33.99,169.97,USA
5370,319,2024-10-20,Health,2,79.33,158.66,UK
4866,283,2024-10-20,Automotive,1,186.57,186.57,USA
5291,313,2024-10-20,Electronics,1,115.83,115.83,UK
4356,247,2024-10-20,Health,2,19.52,39.04,USA
4531,258,2024-10-20,Books,4,16.1,64.38,France
4822,279,2024-10-20,Books,1,107.2,107.2,USA
4650,266,2024-10-20,Health,5,31.98,159.88,Canada
5292,313,2024-10-21,Health,3,29.47,88.41,UK
4609,263,2024-10-21,Home & Garden,5,21.76,108.78,USA
5446,324,2024-10-21,Sports,1,105.68,105.68,UK
4248,239,2024-10-21,Clothing,4,34.04,136.17,UK
5375,319,2024-10-21,Toys,3,45.21,135.62,USA
4799,277,2024-10-21,Beauty,3,17.03,51.09,USA
4802,278,2024-10-21,Automotive,2,33.89,67.77,Germany
4563,260,2024-10-21,Clothing,1,142.81,142.81,USA
4695,269,2024-10-21,Clothing,3,34.43,103.29,UK
4927,287,2024-10-21,Toys,5,8.58,42.91,USA
4807,278,2024-10-21,Clothing,2,58.04,116.08,UK
5097,300,2024-10-21,Health,3,30.52,91.55,France
5265,312,2024-10-21,Automotive,3,27.33,82.0,USA
5134,302,2024-10-21,Health,1,126.13,126.13,UK
5126,302,2024-10-21,Automotive,1,29.47,29.47,UK
4712,271,2024-10-21,Books,3,46.65,139.95,Germany
4328,245,2024-10-21,Health,4,10.02,40.08,USA
5052,296,2024-10-22,Clothing,3,18.3,54.9,Canada
5366,318,2024-10-22,Sports,2,29.36,58.72,Canada
4059,226,2024-10-22,Sports,1,88.69,88.69,USA
4090,229,2024-10-22,Home & Garden,1,130.01,130.01,USA
4284,242,2024-10-22,Automotive,3,20.34,61.01,USA
4808,278,2024-10-22,Food & Beverage,2,87.66,175.32,UK
4127,231,2024-10-22,Toys,1,47.24,47.24,USA
4638,265,2024-10-22,Automotive,2,93.65,187.3,USA
4188,235,2024-10-22,Books,1,106.17,106.17,UK
4231,238,2024-10-22,Books,1,98.98,98.98,USA
5030,295,2024-10-22,Home & Garden,5,21.02,105.12,USA
